userName,userLocation,userDescription,isUserVerified,date,text,source
Darth Morpheus,,,False,2022-09-10 06:36:32+00:00,"bueno... en vista que @Tigo_GT decide cortar el servicio en la noche, por 3ra vez, para restaurarlo hasta el dia siguiente... me ire a dormir :( y encima los guapos atienden servicio tecnico hasta las 11 y lo cortan a las 12... :(",Twitter for Android
NeTo Fifa,,,False,2022-09-10 06:36:15+00:00,"@Tigo_GT Vix+ y La Liga están en Tigo #FutbolConTigo y al @realmadrid lo quiero disfrutar cada jornada, #HalaMadridYNadaMas 🤍",Twitter for Android
Alejandro Rodas,,"S'all good, man.

Amigo del cartel.

 Breaking Bad & Better Call Saul❤

HALA MADRID 🤍🇬🇹

Amante de la lectura 📚🧉🧉",False,2022-09-10 06:33:07+00:00,"@Tigo_GT Vix+ y La Liga están en Tigo #FutbolConTigo. 

Real Madrid. A por la 36 HALA MADRID 🤍",Twitter for Android
Héctor Lorenti (H) 🇬🇹,,"*Envidio A Quien Pueda Verte Todos Los Días*

*Barsa hasta el último día de mi vida!*


*ViscaBarsa*
❤️💙",False,2022-09-10 05:59:34+00:00,"@Tigo_GT Eso de ""todo el contenido de vix"" es pura casaca",Twitter for Android
Luis Locon,Guatemala,29 | Software Engineer 👨🏾‍💻,False,2022-09-10 05:54:56+00:00,@Tigo_GT VIX+ y la Liga están con TIGO #FutbolConTigo y al @realmadrid me lo voy a disfrutar cada Jornada 🫡,Twitter for iPhone
Edgeo,Guatemala,"Tímido al principio... jajajajaja nombre,  casacas jajajajaja trato de ser llevadero,  buena onda,  me gusta cocinar algo rico y que engorde jajajajaja",False,2022-09-10 05:53:06+00:00,@Misguided_Sarah @Tigo_GT Yo estoy igual 🤬se están cagando en mi chance!!!! https://t.co/v785OMNv6B,Twitter for Android
Pablo Marín,Guatemala,,False,2022-09-10 05:52:23+00:00,@Tigo_GT Vix+ y La Liga están en Tigo #FútbolConTigo @realmadrid,Twitter for Android
Jose Flores_503🇸🇻⚽❤❤🇸🇻🤍🎹🇪🇸,"Asunción Mita, Guatemala","Musico, futbolista, cantante pero mejor que todo eso soy papa de mi amor eterno 💖💖⚽⚽🏆🏆
Amor al Real Madrid
Hala Madrid
😍😍⚪⚪⚪🤍🤍🤍",False,2022-09-10 05:50:18+00:00,"@Tigo_GT Vix+ y La Liga están en Tigo #FutbolConTigo 

@realmadrid",Twitter for Android
RafaBaras,Guatemala,"Convierte tus sueños en realidad, lucha x ellos :).
Jugador de Fifa para Warriors TM
Streamer y Creador de contenido (https://t.co/Q5ABHOhlEF)
Director de eventos",False,2022-09-10 05:38:38+00:00,@Tigo_GT Vix+ y La Liga están en Tigo #FutbolConTigo @FCBarcelona_es ❤️,Twitter for Android
Ronald González ⚜️ 🇬🇹🏕️ 🧭🔥🎒,Guatemala,,False,2022-09-10 05:36:54+00:00,"@Tigo_GT Vix nos echaron con poner 4 canales de ""Viejadas Mexicanas"" más aburridas y quitaron buenos canales en HD, los van a dejar fijos en la programación?",Twitter for Android
Santu,,,False,2022-09-10 05:21:51+00:00,"@Tigo_GT Vix+ y La Liga Están En Tigo
#FutbolConTigo @FCBarcelona #MesQueUnClub",Twitter for Android
Osberto Garcia,,,False,2022-09-10 05:13:02+00:00,"@Tigo_GT Vix+ y la Liga están en Tigo #Fútbol con Tigo, Real Madrid.",Twitter for Android
Darío Silva.,Guatemala,Estamos activos!!!🏁,False,2022-09-10 05:12:03+00:00,Sinceramente en la MIERDA. El servicio de @Tigo_GT  internet en la mierda y señal telefónica la misma mierda!!!!!!,Twitter for Android
KarlosENajera🇬🇹,,Hala Madrid!,False,2022-09-10 05:10:52+00:00,@Tigo_GT Vix+ y La Liga están en Tigo #FutbolConTigo y el @realmadrid Hala Madrid!,Twitter for Android
Daniel Valdez,Guatemala ✔  ,Adverture of a Lifetime  ♪ ∞,False,2022-09-10 05:10:49+00:00,@Ronald_MacKay @Tigo_GT Puta que oferton 😒 https://t.co/yDk8tElpoU,Twitter for Android
Luis Cuèllar,,"Antes valias la pena, ahora solo la das.",False,2022-09-10 05:07:28+00:00,"@Tigo_GT Vix+ y La Liga Están en Tigo
#FutbolConTigo @FCBarcelona #MesQueUnClub 🔵🔴",Twitter for Android
Francisco Pérez,,•Locutor  •Periodista  •Cuenta Personal.,False,2022-09-10 04:56:17+00:00,@Tigo_GT Vix+ y la Liga están en Tigo #FutbolConTigo @FCBarcelona_es,Twitter for Android
MAXIDENT💗,,only stay ot8 / Jeongin y yo un solo corazón /,False,2022-09-10 04:56:06+00:00,@Tigo_GT @Stray_Kids @DeezerLatino Mi fav es charmer. Pero por favor traiganlos a Guate tigo el mejor Internet del país #tigo jamás me cambiare de compañía😍🙌,Twitter for Android
the candysky,Guatemala.,MI VIDA .TE AMO Y NO ES PARA TANTO .ES PARA SIEMPRE 🥺,False,2022-09-10 04:53:05+00:00,@Tigo_GT @Stray_Kids @DeezerLatino Antes TIGO te respetaba ahora ya me cambié a Claro 🙃,Twitter for Android
etherealpodcast,moon,Ethereal vibes,False,2022-09-10 04:47:46+00:00,"@Victor481411 @Tigo_GT Ni un indígena, ningún moreno.  Veo influencers sin influencia y uno que otro extranjero ocupando trabajos que bien los puede hacer un nacional. Ánimo.",Twitter for Android
Jorge Orozco Monterroso,"14.834928,-91.519913","nacido en xela, guatemala, me gusta ver y comentar todo sobre el deporte",False,2022-09-10 04:43:52+00:00,"@CarlosL83609927 @Tigo_GT No ,no la pasan, solo con la caja canal 1 y 701",Twitter for iPad
Carlos Leonardo Ortiz,,Fe,False,2022-09-10 04:34:40+00:00,@Tigo_GT Yo tengo señal de cable residencial pero sin cajita. Canal 2 y 6 son de tigo sport. Pasaran la liga en esos canales,Twitter for Android
Jessi Ovalle,Guatemala 🇬🇹 ,"Feminista, maestra y psicóloga.                       Amante del chocolate y las pastas. 💚💜🍫🖍",False,2022-09-10 04:34:29+00:00,"@Tigo_GT #BadBunnyxTigo Sexo, playa, lo que yo quiero contigo, donde diga' yo te sigo (Agosto)",Twitter for iPhone
JD,Guatemala,"Soy diseñador, comunicador, fotógrafo, amo mi país.
La fuerza de tus convicciones determina tu éxito no el numero de tus seguidores",False,2022-09-10 04:31:40+00:00,@Tigo_GT ViX+ y La Liga están en Tigo #FutbolConTigo @FCBarcelona 🙌🏽 vamos con todo! #MesQueUnClub,Twitter for iPhone
JenniGomez,guatemala,IM GAY,False,2022-09-10 04:28:33+00:00,"@elchinito100 @Tigo_GT Buenas noches 
Tienes que activarlo para que le aparezca los canales",Twitter for Android
JenniGomez,guatemala,IM GAY,False,2022-09-10 04:27:33+00:00,@Edgarmazgt @Tigo_GT Buenas noches descargue la app y ahí podrá activar la opción de ver la liga,Twitter for Android
Luisa León,,"JMJ 2016 /2019
FC Barcelona ❤💙",False,2022-09-10 04:22:55+00:00,@Tigo_GT Vix+ y La Liga están en Tigo #FutbolConTigo @FCBarcelona_es,Twitter for Android
Lizzy Juarez,Guatemala,Soy una chica Orgullosa de mi pais Guatemala.🇬🇹,False,2022-09-10 04:20:19+00:00,"@Tigo_GT Como dos locos nos fuimos enamorando sin ver consecuencias
Y yo queriéndote mucho más de la cuenta
Después de todo lo que hemos pasado me haces perder la paciencia
Me vienes a decir que no te has dado cuenta.
#SigueLaMusica ❤❤",Twitter for Android
Hans Quevedo Rossell,Ciudad de Guatemala,"Politólogo, servidor publico y docente universitario. Padre de Familia y aficionado al Futbol y Beisbol. Me encanta leer los diarios impresos😉",False,2022-09-10 04:16:45+00:00,@Tigo_GT Vix+ y La Liga Con Tigo Real Madrid. 😉,Twitter for Android
.,,,False,2022-09-10 04:14:31+00:00,@Tigo_GT Vix+ y la liga están en Tigo #FutbolConTigo Barcelona,Twitter Web App
Pablo Gramajo,,Guatemala.,False,2022-09-10 04:04:41+00:00,@Tigo_GT ViX+ y La Liga están en Tigo #FutbolConTigo @realmadrid,Twitter for iPhone
elFifas07,Guatemala,Un fifas tratando de tener vida social,False,2022-09-10 04:00:08+00:00,@Tigo_GT Dile a tu hermana que estoy que le doy un sobrino ❤️‍🔥,Twitter for Android
SoyChapin,,Solo vine a ver la puteria de Twitter,False,2022-09-10 03:57:26+00:00,"@KevinHle @Tigo_GT Porque hay mucha gente mula como vos @KevinHle  tus padres te están diciendo que es un canal nuevo dentro de la programación de Tigo, no que Tigo como canal los va a trasmitir.",Twitter for Android
Jonatan Alexander Fuentes Arriaga,,,False,2022-09-10 03:53:53+00:00,@Tigo_GT En que canales de Tigo lo transmitirán ?,Twitter for Android
Deivid,Guatemala,"PRODUCTOR Y COMPOSITOR
GUATEMALA",False,2022-09-10 03:49:12+00:00,"@Tigo_GT yo no podre ir :(, ayuda @Tigo_GT los quiero mucho",Twitter Web App
SoyChapin,,Solo vine a ver la puteria de Twitter,False,2022-09-10 03:45:53+00:00,@Tigo_GT Para ver está mierda todo el día cuando no haya partido @Tigo_GT 🤣🤣🤣🤣🤣 mejor busco los partidos por internet https://t.co/RnzXnKNdjy,Twitter for Android
VeroBa3,Guatemala,"De la eterna Primavera 🇬🇹
#Barça ❤💙 #Yankee
#SonYaz #AkMur 
Mis Favs Baris,Tolga,Can,Alpe, Pancho, Noah,Burak, Ilhan, Halit,Engin,Caglar,Yusuf, Coko
 y Kerem",False,2022-09-10 03:44:03+00:00,@Tigo_GT Vix+ y La Liga están en Tigo #FutbolConTigo Barcelona,Twitter for Android
Pedro Luis,Guate,La paciencia todo lo alcanza...,False,2022-09-10 03:40:57+00:00,"@Tigo_GT ViX+ y La Liga están en Tigo #FutbolConTigo @FCBarcelona veremos la liga, la premier, el mundial y mucho más!!",Twitter for iPhone
Luis Alfredo Figueroa,,"Apasionado del futbol.
Guatemalteco de Corazon
🇬🇹🇬🇹🇬🇹",False,2022-09-10 03:34:59+00:00,@Tigo_GT Pero yo estuve revisando y no pude encontrar el partido en ningun canal,Twitter for Android
Jazmin Lorenzana,Guatemala,🐰😍 16,False,2022-09-10 03:30:51+00:00,@Tigo_GT Si tú me prueba' te casas… hey ese cabron ni te abraza #SigueLaMusica #BadBunnyXTigo 🐰🖤🖤,Twitter for Android
Jazmin Lorenzana,Guatemala,🐰😍 16,False,2022-09-10 03:30:41+00:00,@Tigo_GT Si tú me prueba' te casas… hey ese cabron ni te abraza #SigueLaMusica #BadBunnyXTigo 🐰🖤🖤,Twitter for Android
EdGar Mazariegos,,,False,2022-09-10 03:21:49+00:00,"@Aro2013My @Tigo_GT Según experiencias que he leído con otros servicios ahí estará el timo, darán largas para no desactivar el servicio luego del tiempo de gratis y van a hacer el cobro si o si",Twitter Web App
EdGar Mazariegos,,,False,2022-09-10 03:17:51+00:00,"@juliocrivera @Tigo_GT No se me activó ningún canal 1 y creo que ahí está el timo, hay que requerir la activación del canal y al terminar el tiempo de gratis le darán largas al asunto para no desactivarlo y cobrar si o si el cargo extra",Twitter Web App
Vin,Guatemala,I am,False,2022-09-10 03:13:24+00:00,@Tigo_GT Vix+ y La Liga están en Tigo #FutbolConTigo @realmadrid #HalaMadrid,Twitter for Android
Chejo Carrera,Guatemala,Seguidor del Barça./Vi jugar a Messi.!/ Rocanlover./Try Again.../De eso se trata la vida no? de crear uno sus propias frases ....,False,2022-09-10 03:06:05+00:00,@rodempoleon @mauricior26g @Rodrigo_HO @Tigo_GT Tengo también un 12 que ya es 5G y nada de la señal. Solo LTE.,Twitter for iPhone
ozkrwr10,,GT #FCB #Crypto,False,2022-09-10 03:05:49+00:00,@Tigo_GT Vix+ y La Liga están en Tigo #FutbolConTigo Barcelona,Twitter for Android
Alexander Romero,,sin nada q hacer,False,2022-09-10 03:02:40+00:00,@Edgarmazgt @Tigo_GT Hay que subcribirse con un costo en septiembre es gratis,Twitter for Android
Alexander Romero,,sin nada q hacer,False,2022-09-10 03:02:01+00:00,@Tigo_GT Vix+ @VIX  y La Liga @LaLiga  están en @Tigo_GT #FutbolConTigo Vamos Barcelona,Twitter for Android
George,,,False,2022-09-10 02:55:59+00:00,@Tigo_GT Real madrid,Twitter for Android
Bryan_Mills_GT,,EX-CIA,False,2022-09-10 02:52:19+00:00,@Tigo_GT Ese CM es bien mula siempre pone lo mismo aunque le pregunten otra cosa,Twitter for Android
Keneth Garcia,,,False,2022-09-10 02:44:53+00:00,"@Tigo_GT @Tigo_GT
Vic+ y La Liga con Tigo #FutbolConTigo Barcelona",Twitter Web App
Byron,Guatemala,Tú sabes quién soy...,False,2022-09-10 02:40:45+00:00,@Tigo_GT Vix+ y la liga esta en Tigo #futbolcontigo Barcelona.,Twitter for Android
Joaquin Monterroso♿,Guatemala,"Por un desarrollo inclusivo, accesible y participativo, Vamos por los derechos de las Personas con Discapacidad en Guatemala.",False,2022-09-10 02:40:21+00:00,"@Tigo_GT Vix+ y la Liga están en Tigo #FutbolConTigo para ver al campeón de liga Y Champions, Real Madrid!!!",Twitter for Android
Danny Bonilla,Guatemala,increíble como la realidad es completamente diferente al Twitter.,False,2022-09-10 02:38:25+00:00,"@Tigo_GT ViX+ y La Liga están en Tigo #FutbolConTigo @realmadrid veremos la liga, la premier, el mundial y mucho más!!",Twitter for Android
::::,,,False,2022-09-10 02:37:55+00:00,@Tigo_GT Vix+ y la liga esta en Tigo #FutbolConTigo FC Barcelona,Twitter for Android
Enrique 🔥,,,False,2022-09-10 02:37:16+00:00,"@Tigo_GT Como activo el vix+ por que en la aplicación no tiene opción, de activarlo con Tigo..",Twitter for Android
Walter Rodriguez,,,False,2022-09-10 02:36:46+00:00,@Tigo_GT Vengan a ver mi cajita que no funciona y me urge ver la Liga,Twitter for Android
Walter Rodriguez,,,False,2022-09-10 02:35:47+00:00,@Tigo_GT Real Madrid,Twitter for Android
Alexis Duarte,,,False,2022-09-10 02:19:20+00:00,"@Tigo_GT Vix+ y La Liga están en Tigo.
FC Barcelona! 
 #FutbolConTigo",Twitter for iPhone
FeRnAnDo PaLaCiOs,Huehuetenango,Estudiante...,False,2022-09-10 02:19:04+00:00,@Tigo_GT Vix+ y La Liga están en Tigo #FutbolConTigo #Real Madrid 😍💪🏻,Twitter for iPhone
Herbert,Guatemala,fútbol al limite,False,2022-09-10 02:10:34+00:00,"@Tigo_GT Vix+ y La Liga están en Tigo.
¡Barcelona! ⚪
 #FutbolConTigo",Twitter for Android
Chufletero 502,El Infierno del Bufón,"Chufleta o dichos picantes o de chanzas.

https://t.co/ouzSHV37ZW

https://t.co/txIZg4tagp

https://t.co/SMtfhyV83m",False,2022-09-10 02:09:03+00:00,@Tigo_GT ViX+ y La Liga con Tigo #FutbolConTigo #realmadrid,Twitter for Android
DavidWho!,Guatebuenaybella,Dios es mi principio y mi final,False,2022-09-10 02:07:55+00:00,@Tigo_GT Vamos por ese sillón para ver los partidos del #FCBarcelona por Vix+ gracias a #FutbolConTigo,Twitter for Android
1899,Guatemala,Abogado y Notario ⚖,False,2022-09-10 02:06:22+00:00,@Tigo_GT Vix + y La Liga están en Tigo #FutbolConTigo  FC Barcelona,Twitter for Android
🎮⚽,,,False,2022-09-10 02:01:31+00:00,@Tigo_GT ViX+ y La Liga están en Tigo #FutbolConTigo @FCBarcelona 🔵🔴,Twitter for Android
Luis F. Gómez,Guatemala,Welcome To Happiness. シ,False,2022-09-10 01:57:55+00:00,"@Tigo_GT Vix+ y La Liga están en Tigo.
 #FutbolConTigo
Fc Barcelona ❤️💙",Twitter for Android
Katerin,,📍Aquí les comparto mi travesía como mamá y otras cosas más.,False,2022-09-10 01:53:52+00:00,@Tigo_GT Vix+ y la liga están en Tigo #FutbolConTigo @FCBarcelona_es ❤️,Twitter for iPhone
Alex Flores,Guatemala,"Administrador de Sistemas apasionado por la tecnología e Informática, creo en Dios y sé que soy bendecido al tener una bonita familia :)",False,2022-09-10 01:51:34+00:00,@Tigo_GT Vix+ y la Liga están en Tigo #FutbolConTigo FC Barcelona,Twitter for Android
Gabo,Guatemala,"Ingeniero civil, amante de los deportes, siempre planeando algo qué hacer. Lo que creas, lo puedes lograr si te esfuerzas.#FCBarcelona #ElectronicMusic",False,2022-09-10 01:47:17+00:00,@Tigo_GT Vix + y La Liga están con Tigo #FutbolConTigo  FC Barcelona ⚽️,Twitter for Android
Glenda Cereza 🍒,30 calle 33-14 Zona 5,Si la vida te da la espalda agarrale las nalgas.....!!,False,2022-09-10 01:45:31+00:00,@Tigo_GT Como dos loco nos fuimos enamorando sin ver consecuencias Yo queriéndote mucho más de la cuenta después de todo lo que hemos pasado me haces perder la paciencia me vienes a decir que no te has dado cuenta y yo pensando en los momentos que te di me tienes delirando esta vida,Twitter for iPhone
Dave Herrera,Guatemala,"Amante de la vida y las sorpresas que esta presenta.
Detesto a los imbéciles que siguen al gobierno",False,2022-09-10 01:45:17+00:00,@Tigo_GT La mera Tos Vix+ y La Liga en tigo #FutbolConTigo y Hala Madrid!!!,Twitter for Android
Jorge Berreondo,Guatemala,En la vida todo está continuamente en evolución,False,2022-09-10 01:32:04+00:00,@Tigo_GT Vix+ y la Liga están en Tigo #FutbolConTigo @FCBarcelona_es,Twitter for iPhone
replicante 7-2140,Salvador,"Librepensadores sabemos muy bien que no existe mayor transgresión que el obrar y el pensar por nuestra cuenta, somos individuos soberanos, Quién nos detendrá?",False,2022-09-10 01:29:56+00:00,@Tigo_GT Vix+ y La Liga en tigo #FutbolConTigo Real Madrid,Twitter for Android
Alejandra Contreras,,ig: alejandra_contreras__,False,2022-09-10 01:27:38+00:00,"@Tigo_GT Se juntan las emociones
Hago lo que sea pa' que de mí te enamores
Siempre que te veo me lleno de mil razones
Juntemos los corazones
Por favor, no me ilusiones🎶

#SigueLaMusica #TigoLaMejorRed  #Piso21 @Tigo_GT",Twitter for Android
anderson lopez,guatemala,me gusta siempre ser alegre!!!,False,2022-09-10 01:24:13+00:00,@Tigo_GT Vix- y La Liga están en Tigo #FutbolConTigo  real Madrid,Twitter for Android
juan pineda,Guatemala,Nacido en 1979.  Chapín de Sangre y corazon.  Padre y caballero de los que quedan pocos,False,2022-09-10 01:21:32+00:00,"@Tigo_GT Cuando tú quieras, me llamas.. tu me llamas!!??",Twitter for Android
Luis Alfredo Figueroa,,"Apasionado del futbol.
Guatemalteco de Corazon
🇬🇹🇬🇹🇬🇹",False,2022-09-10 01:17:15+00:00,"@Tigo_GT De que manera funciona ver la Liga por tigo, yo busque y no logre encontrar el partido de hoy",Twitter for Android
Rodrigo Rojas,,"Soy un hombre muy honrado, que le gusta lo mejor, las mujeres no me faltan, ni el dinero ni el amor...",False,2022-09-10 01:15:07+00:00,@Tigo_GT Vix+ y la Liga están en Tigo #FutbolConTigo Real Madrid desde siempre!,Twitter for iPhone
Alex,,Éxito,False,2022-09-10 01:09:02+00:00,@Tigo_GT Mal servicio.  Mala atención.  Hasta las miradas cobran. Siempre salen con; puedes ampliar tus datos por DM.......,Twitter for Android
Talo, Sacatepéquez y Chimaltenango ,"Feliz de estar casado con mi vida Naho, ahora orgullozo de ti hijo mio Isaak.",False,2022-09-10 01:08:29+00:00,@chipuzAE @TigoSportsGt @Tigo_GT Con gusto pero con narradores profesionales que lo que cobran valga la pena https://t.co/kB5W9NVA4V,Twitter for iPhone
Talo, Sacatepéquez y Chimaltenango ,"Feliz de estar casado con mi vida Naho, ahora orgullozo de ti hijo mio Isaak.",False,2022-09-10 01:07:22+00:00,@TeVeoGeek @Tigo_GT Con gusto pago cuando toque pero que no estén estos https://t.co/Cqvu58yG57,Twitter for iPhone
Gustavo Castillo,Guatemala,#Hotmart,False,2022-09-10 01:02:40+00:00,@Tigo_GT Vic+ y la liga están en Tigo #FutbolConTigo mi equipo es Barcelona,Twitter for Android
G3S3,GUATEMALA CITY,"Deportista, padre, esposo y amante del rock.....QUE SIGA LA FIESTA....QUE NO PARE",False,2022-09-10 00:58:44+00:00,@Tigo_GT Vix+ y La Liga en tigo #FutbolConTigo Real Madrid,Twitter for Android
Christopher Sagastume,,👨🏼‍💻📱⌚️☀️🍓🍕🍟🍻🏐🎼✈️🎊🥳,False,2022-09-10 00:57:24+00:00,"@Tigo_GT Ave María (oh-oh)
Te he visto antes, te parece' al amor de mi vida (al amor de mi vida)
Alucinante, me gustaste, ma', ¿quién lo diría?
Eres fresca como la sangría
Un segundo solo bastaría, ah-ah, yeh
#SigueLaMusica 😇",Twitter for iPhone
Christopher Sagastume,,👨🏼‍💻📱⌚️☀️🍓🍕🍟🍻🏐🎼✈️🎊🥳,False,2022-09-10 00:57:13+00:00,"@Tigo_GT Ave María (oh-oh)
Te he visto antes, te parece' al amor de mi vida (al amor de mi vida)
Alucinante, me gustaste, ma', ¿quién lo diría?
Eres fresca como la sangría
Un segundo solo bastaría, ah-ah, yeh
#SigueLaMusica 😁",Twitter for iPhone
Christopher Sagastume,,👨🏼‍💻📱⌚️☀️🍓🍕🍟🍻🏐🎼✈️🎊🥳,False,2022-09-10 00:57:06+00:00,"@Tigo_GT Ave María (oh-oh)
Te he visto antes, te parece' al amor de mi vida (al amor de mi vida)
Alucinante, me gustaste, ma', ¿quién lo diría?
Eres fresca como la sangría
Un segundo solo bastaría, ah-ah, yeh
#SigueLaMusica 😁😁😁😁",Twitter for iPhone
Christopher Sagastume,,👨🏼‍💻📱⌚️☀️🍓🍕🍟🍻🏐🎼✈️🎊🥳,False,2022-09-10 00:56:55+00:00,"@Tigo_GT Ave María (oh-oh)
Te he visto antes, te parece' al amor de mi vida (al amor de mi vida)
Alucinante, me gustaste, ma', ¿quién lo diría?
Eres fresca como la sangría
Un segundo solo bastaría, ah-ah, yeh
#SigueLaMusica 😃😃",Twitter for iPhone
EDUTOBY,EN MI MUNDO,AMANTE DE LOS SIMPSON                    DETESTO ESPERAR.,False,2022-09-10 00:56:24+00:00,@Tigo_GT Vix+ y la liga esta en Tigo #FutbolConTigo FC Barcelona,Twitter for Android
Christopher Sagastume,,👨🏼‍💻📱⌚️☀️🍓🍕🍟🍻🏐🎼✈️🎊🥳,False,2022-09-10 00:56:04+00:00,"@Tigo_GT Ave María (oh-oh)
Te he visto antes, te parece' al amor de mi vida (al amor de mi vida)
Alucinante, me gustaste, ma', ¿quién lo diría?
Eres fresca como la sangría
Un segundo solo bastaría, ah-ah, yeh
#SigueLaMusica 🥹",Twitter for iPhone
Christopher Sagastume,,👨🏼‍💻📱⌚️☀️🍓🍕🍟🍻🏐🎼✈️🎊🥳,False,2022-09-10 00:55:56+00:00,"@Tigo_GT Ave María (oh-oh)
Te he visto antes, te parece' al amor de mi vida (al amor de mi vida)
Alucinante, me gustaste, ma', ¿quién lo diría?
Eres fresca como la sangría
Un segundo solo bastaría, ah-ah, yeh
#SigueLaMusica 🫵🏻🫵🏻🫵🏻",Twitter for iPhone
Christopher Sagastume,,👨🏼‍💻📱⌚️☀️🍓🍕🍟🍻🏐🎼✈️🎊🥳,False,2022-09-10 00:55:46+00:00,"@Tigo_GT Ave María (oh-oh)
Te he visto antes, te parece' al amor de mi vida (al amor de mi vida)
Alucinante, me gustaste, ma', ¿quién lo diría?
Eres fresca como la sangría
Un segundo solo bastaría, ah-ah, yeh
#SigueLaMusica 😮‍💨",Twitter for iPhone
Mario Fernande,,,False,2022-09-10 00:53:29+00:00,@Tigo_GT Pero viene 2 minutos atrasada la señal,Twitter for Android
Mannymanito,,,False,2022-09-10 00:49:06+00:00,"@Tigo_GT Vix+ y la liga están en tigo #futbolcontigo, hala Madrid",Twitter for iPhone
Mannymanito,,,False,2022-09-10 00:46:34+00:00,@Tigo_GT Vix+ la Liga fútbolcontigo  real Madrid,Twitter for iPhone
Leonel De paz,,,False,2022-09-10 00:44:26+00:00,"@Tigo_GT Con @tigo_gt podremos ver el mejor fut bol del mundo mundial, y sera mejor sentado en mi sillon que me van a regalar gracias Tigo Guatemala",Twitter for Android
JuanS,,,False,2022-09-10 00:44:14+00:00,@Tigo_GT Buenísimo Tigo teniendo La Liga. Mi equipo es el Barsa,Twitter for iPhone
Alexander Martínez,,,False,2022-09-10 00:42:39+00:00,@Tigo_GT Vic+ y La Liga con Tigo #FutbolConTigo Real Madrid,Twitter for Android
KIKE,Guatemala,,False,2022-09-10 00:36:44+00:00,"@Tigo_GT Vix + y La Liga están en Tigo #FutbolConTigo  HALA MADRID!!!!
Felicitaciones!!!",Twitter for Android
Eddy Rivera,,,False,2022-09-10 00:35:24+00:00,@Tigo_GT #BadBunnyxTigo  si tu me lo pides me porto bonito,Twitter for Android
EdGar Mazariegos,,,False,2022-09-10 00:34:40+00:00,@Tigo_GT Imagino que solo es en el servicio HD porque hay quienes reportan la activación del canal 701 por lo que definitivamente los del servicio básico valimos entonces con la activación del canal 1,Twitter Web App
Willy Rivas,,,False,2022-09-10 00:34:12+00:00,@Tigo_GT Vix+ y la liga esta en Tigo #futbolcontigo Real Madrid,Twitter for Android
EdGar Mazariegos,,,False,2022-09-10 00:32:20+00:00,"@juliocrivera @Tigo_GT Mmmm eso es en el servicio HD me imagino, y pienso que porque tengo el servicio de cable básico valimos entonces",Twitter Web App
KIKE,Guatemala,,False,2022-09-10 00:31:59+00:00,@Tigo_GT Felicitaciones desde siempre se espero un canal asi.  Ahora a disfrutar al 14 veces campeon de Europa.. El Real Madrid,Twitter for Android
EdGar Mazariegos,,,False,2022-09-10 00:30:17+00:00,"@Tigo_GT Naaa gracias, que decepción",Twitter Web App
Geovanny Samayoa,#GuateAmala,"La vida me enseño a ser natural, y con esto ver el mundo desde un plano espiritual.

Rojos del Municipal ❤👹",False,2022-09-10 00:29:21+00:00,@Tigo_GT Vix+ y La Liga están en Tigo #FutbolConTigo necesito el sillón vara ver al @FCBarcelona_es   el mejor equipo del mundo. ♥️ Visca Barca ♥️,Twitter for Android
Eddy Rivera,,,False,2022-09-10 00:20:28+00:00,@Tigo_GT Vix+ y la Liga están en Tigo #FutbolConTigo Real Madrid 🇪🇸 ❤️🥰,Twitter for Android
Alex_923,Guatemala,#Geek #Profesor #ProjectManager #Developer,False,2022-09-10 00:16:58+00:00,@Tigo_GT Una estafa la antenita no tiene los partidos,Twitter for Android
Baldomero Cal Moran,,futbol,False,2022-09-10 00:16:04+00:00,@Tigo_GT Vix+ y La Liga están en Tigo #FutbolConTigo Barcelona,Twitter for Android
Jose Meléndez,Guatemala ,Estudiante de Derecho.-,False,2022-09-10 00:13:18+00:00,@Tigo_GT Vix y la liga están en tigo #FutbolConTigo hala madrid @realmadrid,Twitter for iPhone
Gigi,💕,,False,2022-09-10 00:09:44+00:00,@Tigo_GT ViX+ y La liga están con Tigo #FutbolConTigo Real Madrid 🏆👑,Twitter for Android
Rudy Nij,Guatemala,"Futuro administrador de empresas. Joven estudioso y trabajador, como frutas y verduras. #NoleFan",False,2022-09-10 00:05:20+00:00,"@Tigo_GT Mi piel extraña tu cuerpo y mi boca tus besos, dime tú si me extrañas como lo hago yo… 
#SigueLaMusica",Twitter for iPhone
Jazmin Lorenzana,Guatemala,🐰😍 16,False,2022-09-10 00:04:43+00:00,@Tigo_GT Vix + y La Liga están en Tigo #FutbolConTigo F.C. Barcelona,Twitter for Android
JR Rojo 👹,,,False,2022-09-10 00:02:54+00:00,@JuanMarcosU @Tigo_GT Si mejoro bastante a como estaba,Twitter for iPhone
nosoymanito,Guatemala,,False,2022-09-09 23:59:57+00:00,@Tigo_GT Cómo se hace para que me dejen de enviar tantos SMS con pura basura de Tigo? Me puedo dar de baja?,Twitter for iPhone
Luis Castro,,,False,2022-09-09 23:50:37+00:00,@Tigo_GT Vix+ y La liga están en Tigo #FutbolConTigo @realmadrid,Twitter for Android
lobo alfa,Ciudad Guatemala,"La pasión en hacer bien las cosas con responsabilidad, se lleva en el ADN de todo buen ciudadano, que ama la libertad",False,2022-09-09 23:47:35+00:00,"@Tigo_GT Con esos narradores pura mierda, no van a llegar lejos",Twitter for iPhone
